is_sarcastic,headline
1,‘Big Little Lies’ Producers Forced To Blur Reese Witherspoon's Face Out After Realizing She Never Signed Release
1,Baby Crow’s First Word ‘Caw’
1,Report: If Earth Continues To Warm At Current Rate Moon Will Be Mostly Underwater By 2400
1,Tim Ryan Attempting To Stand Out From Other Candidates On Debate Stage By Wearing Blue Power Ranger Costume
1,Chuck Todd Extensively Preparing To Accept Whatever Candidates Say At Face Value Without Any Follow-Up Questions
1,Elderly Man Looks Even Sadder When Smiling
1,"Report: Only 260,000 More Games Of ‘Candy Crush’ Until You Die"
1,"Hot Wheels Ranked Number One Toy For Rolling Down Ramp, Knocking Over Dominoes That Send Marble Down A Funnel, Dropping Onto Teeter-Totter That Yanks On String, Causing Pulley System To Raise Wooden Block, Propelling Series Of Twine Rollers That Unwind Spring, Launching Tennis Ball Across Room, Inching Tire Down Slope Until It Hits Power Switch, Activating Table Fan That Blows Toy Ship With Nail Attached To It Across Kiddie Pool, Popping Water Balloon That Fills Cup, Weighing Down Lever That Forces Basketball Down Track, Nudging Broomstick On Axis To Rotate, Allowing Golf Ball To Roll Into Sideways Coffee Mug, Which Tumbles Down Row Of Hardcover Books Until Handle Catches Hook Attached To Lever That Causes Wooden Mallet To Slam Down On Serving Spoon, Catapulting Small Ball Into Cup Attached By Ribbon To Lazy Susan, Which Spins Until It Pushes D Battery Down Incline Plane, Tipping Over Salt Shaker To Season Omelet"
1,Woman Under Impression She Being Discreet About Fishing Stray Hair Out Of Bra
1,"NXIVM Leader Struggling To Recall Exact Moment Sexual Slavery, Forced Branding Turned Into Something Darker"
1,Area 8-Year-Old Formally Rescinds Hunger Complaint Following Mother’s Insulting Banana Offer
1,"Trump Thanks Supporters Who Sacrificed Time, Money, Friends, Family, Morals, Religious Beliefs To Be Here Today"
1,Barista The Only Person In Coffee Shop With Job
1,Baby Bjorn Unveils New Infant Bandolier For Parents Of Multiples
1,Woman Seamlessly Transitions From Being Too Hungry To Focus On Job To Being Too Full To Focus On Job
1,Entire Pickup Game Spent Consumed By Fear Of Being Passed To
1,Kennedy Curse Sure Taking Its Sweet Time With RFK Jr.
1,Woman Thankful She Has Type Of Alien Looking Face That Makes Her Hot
1,Defiant Evangelicals Branch Off Into New ‘First Molestist’ Sub-Denomination
1,"Sports Bar Makes More Room For TVs By Getting Rid Of Tables, Chairs, Bartenders, Customers"
1,Cat Dead Set On Finding Way Into Mirror
1,De Blasio Courts Iowa Voters By Winning ‘Largest Candidate’ At Polk County Fair
1,Missing Mount Everest Climbers Feared Buried Under Avalanche Of Dead Mount Everest Climbers
1,Kotex Introduces New Leak-Proof Brush-On Vaginal Sealant
1,Mood Of Sex Dungeon Undercut By Sight Of Plug-In Air Freshener
1,Gamers Rejoice! This Potion Restores 20 HP
1,Jay-Z Vows Not To Lose Touch With Millionaire Roots On Gritty Throwback Track About Buying First Yacht
1,Queen Elizabeth Unnerved By Stephen Miller’s Requests To Sample Royal Baby
1,Defensive Laura Ingraham Challenges Critics To Try Making List Of Prominent Conservatives Without Including Few White Supremacists
1,Chuck Schumer Condemns Mitch McConnell For Being Way Better At This Than Him
1,10-Pound Fetus About To Fucking Wreck Small Mom
1,‘Why Are You Still Sleeping On U.S. Women’s Soccer?’ Asks Sports Website’s First Article About Women’s Soccer In Four Years
1,Depressed Monkey Throwing Shit At Himself
1,Lowe’s Unveils New Table Saw With Attached Ice Chest For Storing Cut-Off Fingers
1,New Employee Confused By Office Espresso Machine Just Returns To Desk With Mug Of Hot Water
1,"India Continues Surge Towards Status As First World Nation By Reelecting Racist, Right-Wing Authoritarian"
1,Nigel Farage Dies Of Milkshake Wounds
1,Chase CEO Giving Commencement Speech Pledges To Double Whole Class’s Student Loan Debt
1,Pond A Little Too Serene
1,Alabama Governor Signs New ‘Heartbeat Bill’ Lowering State’s Age Of Consent
1,"Shit, No Way Stadium Staff Throwing T-Shirts Can Reach You"
1,John Bolton: ‘An Attack On Two Saudi Oil Tankers Is An Attack On All Americans’
1,"Report: It Not Good Time For Long, Devastating War For Iran, Either"
1,Showerhead Self-Conscious About Single Jet That Sprays Sideways
1,PBS Defends ‘Arthur’ Episode Where Mr. Ratburn Reveals He’s The Ultimate Twink Power Bottom
1,Dow Drops 600 Points Over Picture Of Worried Stock Broker Staring At Computer Screen
1,Korean Pop Group BTS Shakes Up Lineup By Adding Really Old Guy
1,Cruise Ship Sound System Reports Widespread Feeling Of Hot Hot Hot
1,Trump Motorcade Picks Up Few Lyft Passengers To Help President Make Ends Meet
1,Trump Forced To Take On Second Job As CVS Cashier In Order To Pay Down Business Debts
1,Denver’s Flaming Skull Mayor Announces Plans To Decriminalize Magic Mushrooms
1,Boyfriend’s Comforter An Unzipped Sleeping Bag
1,Honda Civic Refusing To Start Engine In Solidarity With Striking Uber Workers
1,Waitress Treated Extra Courteously To Compensate For Assholes At Adjacent Table
1,"Sickly, Starving Rhino Not As Fun To Hunt"
1,Entire Meal Prep For Week Eaten By Tuesday
1,Leaked Footage Reveals Grisly Scene Where Detective Pikachu Examines Jigglypuff’s Corpse At Morgue
1,Queen Elizabeth Disappointed In New Royal Baby Boy’s Lack Of Proper Inbreeding
1,"Failing Memory Fuses Robert Wuhl, Kevin Pollack Into Single Entity"
1,JJ Abrams Announces Meryl Streep Will Take Over Role Of Chewbacca
1,Man Taking Unemployment As Opportunity To Think About How He Really Wants Out Of Life
1,Childish Gambino Teases Concept Album Exploring What World Might Be Like If He Put A Shirt On
1,Radicalized Patagonia Releases New Fleece Made Of 100% Recycled Oil Company CEOs
1,Drunk American In England Still Not Used To Driving On Left Sidewalk
1,Wild-Eyed Marco Rubio Embarks In Rowboat To Help Venezuela Coup Effort
1,Dipshit Toddler Waving At Wall
1,Pornstar Has Face Only Stepmother Could Love
1,Coast Guard Terror Suspect Released After Cell Needed For Nonviolent Drug User
1,Bee Practically Blows Its Load After Seeing Purple Coneflower In Full Bloom
1,Weird Birthday Boy Blowing Out Candles Wishes For John Hickenlooper To Win Democratic Primary
1,Airport Only Place In Metro Area To Buy City’s Signature Food
1,CIA Finds Definitive Evidence Of Second Shooter In JFK Assassination
1,"Jared Kushner Claims That Russian Interference Less Damaging To U.S. Democracy Than Saudi Arabia, Nepotism, Israel, Cambridge Analytica, UAE, Illicit Donations, Erik Prince, Bill Barr, And Financial Entanglements"
1,Line Item On Aetna Insurance Bill Just ‘Paying For CEO’s Yacht’
1,9-Foot-Tall Bernie Sanders Greets Supporters After Session With Posture Coach
1,Woman Jealous Of Horse’s Eyelashes
1,"Peeps Unveils New Boneless, Skinless Marshmallow Breasts"
1,Stephen Miller Palms ICE Agent $50 Bill In Exchange For A Little Alone Time With Detained Migrants
1,Dressing Room Curtain Tested For Vulnerabilities
1,Lazy Minor League Promotion Just ‘Baseball Night At The Stadium’
1,Light Beer Healthiest Food Option At Stadium
1,Notre Dame Gargoyle Going To Stay As Still As Possible Until Arson Investigator Gone
1,"Friend Has Some Jerky In Clear, Unlabeled Bag For You To Try"
1,Dog A Pervert In Ways Owner Will Never Know
1,Experts Warn Prosecuting Assange Creates Slippery Slope To Where We Already Are
1,Kid About To Meet Brooklyn Nets Must Not Be Very Sick
1,Frustrated Writer Tosses Another Crumpled-Up Laptop In Trash Can
1,"Complete Psychopath Meets Proper Screen Time, Sleep, Exercise Guidelines"
1,Devin Nunes Files Lawsuit Against Parents For Derailing Russia Investigation By Giving Birth To Total Dud
1,‘New York Times’ Announces New Columnist Will Contribute Nothing To Society 3 Times A Week
1,Astronaut Piloting Cargo Ship Leaves Note On Side Of ISS After Accidentally Knocking Off Solar Array
1,MacKenzie Bezos Gains Huge Win In Divorce Settlement After Successfully Retaining No Stake In ‘Washington Post’
1,Despondent Jeff Bezos Realizes He’ll Have To Work For 9 Seconds To Earn Back Money He Lost In Divorce
1,Dozens Of Panicked Mar-A-Lago Guests Crowd Front Desk To Check Out After FBI Agents Spotted At Hotel
1,Getting Arm Squeezed By Walgreens Blood Pressure Machine Most Physical Contact Man Has Had In Months
1,Esports Star Suspected Of Using PEDs
1,Tourist In White House Gift Shop Browses Rack Of Security Clearances
1,New ‘Joker’ Trailer Introduces Iconic Villain To Same Generation Of Fans
1,Proud Business Owner Tapes First Customer To Wall
1,"Glowing, Cackling McConnell Levitates Above Senate After Realizing Chamber’s Rules Only Self-Imposed Mental Construct"
1,Woman Buys Lingerie To Spice Up Bottom Of Underwear Drawer
1,Former Orca Trainer Granted Final Wish To Be Buried At SeaWorld
1,Brutalist Beaver Constructs Paul Rudolph-Inspired Dam
1,Inconsiderate Jackass Takes Up Entire Parking Space
1,Police Confirm Car Had Ethanol In System At Time Of Crash
1,Annoyed Boss Can Tell Employees Watching NCAA Tournament On His Computer
1,Dog Blocks Off Afternoon To Lick Spot On Floor Where Owner Once Dropped Pepperoni
1,Apple Announces Tim Cook Mini
1,Trump: ‘Any Shooting Actually Inspired By Me Would Have Left Thousands Dead’
1,President’s Cathartic Words Help Nation Begin To Heal Following Yet Another Senseless ‘Saturday Night Live’
1,"Area Man Much Happier, More Relaxed Since Joining Cult"
1,Chicago St. Patrick’s Day Parade Finally Lifts Ban On Snakes
1,"Dad Wearing Some New Kind Of Headphones That Wrap Over, Under, Around Ears"
1,Experts Recommend Changing Batteries In Smoke Detector Every 6 Fires
1,Humiliated Baboon Unable To Keep Ass Swollen In Front Of Mate
1,Local Internet User Completely Unaware He A Top Content Creator For Barstool Sports
1,Limited-Edition Solange Vinyl Features List Of Chores To Do While Album Plays In Background
1,Washing Machine Loses Man’s Trust
1,Aging Mount St. Helens Starting To Think Erupting Days Are Behind It
1,Sperm Can’t Remember Why It Came Into Womb
1,Wary Michael Jackson Hologram Just Trying To Keep Low Profile
1,‘New York Post’ Publishes Report Exposing Alexandria Ocasio-Cortez’s 9-Figure Social Security Number
1,Shadow Of Intrigue Surrounds Local News Station’s Satellite Truck
1,Baskin-Robbins’ Cash Register Interface Just Big Button For Ice Cream
1,Trump Administration Denies President Was Behind Jared Kushner’s Promotion To 4-Star General
1,Virginia Governor Calls On State To Move Past Racist Legacy Of Last Few Weeks
1,"Doctor Asks Patient If He Would Mind Having Medical Student, Some Of His Poker Buddies In Room For Exam"
1,Victoria’s Secret Releases Sexy Black Lace Sleep Apnea Mask
1,Matt Gaetz Insists Pointing Rifle At Michael Cohen Throughout Testimony Not Witness Intimidation
1,Pope Francis Working Out At Vatican Gym Wearing ‘Sex Abuse Summit 2019’ T-Shirt
1,Pat Patriot Denies Being Mascot #5 In Prostitution Sting Police Report
1,U.S. Aid To Venezuela Just Lit Stick Of Dynamite Painted To Look Like Carrot
1,Area Man Probably Pervert
1,ABC Camera Immediately Cuts Away After Showing Harvey Weinstein Sitting At Oscars
1,Sound Designer Hits Celery With Hammer In Performance Of Oscars Best Sound Mixing
1,Oscars Gift Bag Includes 3 iPads Streaming Telecast In Attempt To Shore Up Viewership Numbers
1,"‘You Know, I Directed It Too,’ Bradley Cooper Says Out Loud Again To No One In Particular"
1,Jason Momoa Clearly Came To Oscars Straight From Work
1,Leaked George Lucas Sex Tape Includes Digitally Inserted Footage Of Jabba The Hutt
1,Jussie Smollett Arrives In Court Wearing Full-Body Cast
1,Pope Breaks Ice At Clergy Abuse Summit By Having Everyone Go Around And Say How Many Kids They Molested
1,Bouncer Who’s Not That Big Must Be Fucking Crazy
1,Death Of Sailor In Iconic VJ-Day Photo Reminds Americans Of Halcyon Days When Wars Still Ended
1,Man Always Makes Sure To Put Phone On Silent Before Misplacing It
1,Ann Coulter Attacks Trump For Cowardly Backing Down From Full On Race War
1,Beached Whale Trying To Hold On Until Sea Levels Rise
1,Chef Justice Luigi Vespucci Issues Spicy Dissent On Puttanesca V. Arrabiata
1,"Alexandria Ocasio-Cortez Criticized For Preventing 25,000 New York Evictions"
1,NYPD Deploys New Line Of Plain Clothes Cop Cars
1,"‘Wait, Mr. Bezos, You Forgot Your Tax Subsidy!’ Says Andrew Cuomo Running Behind Limo"
1,Boss Makes Lipstick Prints On Paychecks For Valentine’s Day
1,"This Actually Good News, Contractor Reveals, Because Now You Know The Real Problem"
1,Woman Wakes Husband Up On Valentine’s Day With Hot Surprise Blowtorch
1,Man Hoping Girlfriend Doesn’t Notice Valentine’s Day Gift Came From Gas Station
1,Congress Agrees To $1.3 Billion For Protective Border Fencers
1,Ilhan Omar Thankful For Colleagues Educating Her On Painful History AIPAC Lobbyists Have Had To Endure
1,Sentimental Old Founder Renames Company J.D. Power And Friends
1,Nancy Pelosi Signals Support For Environmental Causes By Placing Green New Deal Directly Into Recycling Bin
1,‘What A Crew!’ Comments Man On Instagram Photo Of Fucking Backstabbing Traitors Who Couldn’t Be Bothered To Invite Him To Margarita Night
1,Report: West Virginia Feeling Pretty Smug Right About Now
1,"Pope Francis: ‘Jesus—I Get Molesting Kids, But Nuns Too?’"
1,Winded Trump Forced To Lie Down For Last Half Of Speech
1,Kavanaugh Offers Elena Kagan Pull Of Vodka From Aquafina Bottle
1,"‘Someone In This Room Tonight Will Be Murdered By An Illegal Immigrant,’ Announces Trump Just Before Lights Go Out"
1,Chinese Man Just Glad Fuckin’ 4716 Over
1,TV In L.A. Bar Switched Over To ‘American Dad’ Rerun Without Complaint
1,"Super Bowl Stadium Solemnly Stands, Places Hands Over Heart For Maroon 5 Halftime Show"
1,"‘Now That’s What I Call A Fumble,’ Reports Man At Super Bowl Party Who Has No Idea What He’s Talking About "
1,Fox Searchlight Purchases Two Hours Of Super Bowl Air Time To Advertise Entirety Of The Ringer
1,Grocery Store Not Fooling Anybody By Marketing Cantaloupe As Fun Super Bowl Snack
1,Pitbull Mix Only Bites Off Half Of Toddler’s Face
1,"‘It’s Just A Plant, Man,’ Says Purdue Pharma CEO Waving Poppy Flower Before Opioid Lawsuit Judge"
1,Democratic Presidential Candidates Endorse New ‘Medicare For All’-Branded Cigna Insurance Plan For Only $400 Per Month
1,Cop Just In It For The Frisking
1,Frigid Chicago Bean Shrivels Up From Below-Zero Temperatures
1,BuzzFeed CEO Gives Laid-Off Staffers Parting GIF
1,Trump Admits He Assumed Roger Stone Was Already In Prison
1,"Judge Restricts Roger Stone’s Travel Between Fox News, InfoWars Studios While Released On Bond"
1,Report: White House Overruled Intelligence Officials For Rejecting Saudi Prince’s Top Secret Security Clearance
1,Allergy Sufferer Dies After Being Stung By Dog
1,Dad Doesn’t Trust The Fish Here
1,Bryan Singer Celebrates ‘Bohemian Rhapsody’ Oscar Nominations By Popping Open Special Bottle Of Rohypnol
1,Weak-Willed Intellectual Infant Checks To See How Many More Pages Left In Book Chapter
1,Trump Covered In Own Shit After Furloughed White House Staff Fail To Bathe President
1,Giuliani Clarifies He Doesn’t Want Gravestone To Say ‘He Married His Cousin’ Either
1,Trump Dismisses Trump As A Distraction
1,Trump Postpones Grand Opening Of Trump Tower Moscow Until Fuss Over Bombshell Report Dies Down
1,‘If This Report Is True’ To Be Repeated 5.7 Billion Times Today
1,Defiant Pelosi Begins Swimming To Afghanistan After Trump Denies Use Of Government Plane
1,Karen Pence Returns To Work As Part-Time Nude Art Model
1,Zamboni Jams Up After Running Over Large Patch Of Loose Teeth
1,Man Nervous About Telling Date He Has Her Kids
1,New Hampshire Legislature Passes Bill Naming Fentanyl State Opiate
1,Lincoln Memorial Empty After Former President’s Statue Furloughed
1,William Barr Assures Senate He Will Let Donald Trump Finish His Job Without Any Interference
1,"Christmas Really Over, Man Realizes As iPhone Game Switches Out Holiday Icon"
1,TSA Guy Circling Stuff On Boarding Pass With Reckless Abandon
1,Tumbleweed Of Pubes Rolls Through Desolate Dorm Bathroom
1,Earth Passes Through Temporal Vortex Hurling Planet Into Year 2019
1,Mom’s Christmas Stocking Noticeably Less Full
1,Hand Of George H.W. Bush Bursts Out Of Ground To Grope One Last Woman
1,Podiatrists Recommend Getting Feet Rotated Every 6 Months
1,Report: There Nothing Else In Bottom Of Gift Bag
1,Back-To-Back Broadcasts Of ‘Big’ Happening On TBS Apparently Unrelated To Death Of Penny Marshall
1,Millions Of Americans Shocked To Discover Favorite Movie Directed By Woman
1,Frazzled Robert Mueller Walking Around With Piece Of Russia Investigation Document Stuck To His Shoe
1,Report: Key Goes In But Won’t Turn
1,Report: Re-mixxxx!
1,Petco Employee Stocks Gerbils By The Cash Register For Impulse Purchases
1,Kirstjen Nielsen Urges Migrant Parents Leave The Weak Ones Behind
1,"Bush, Loafers Thrown At Him Reunite On NBC For 10-Year Anniversary Special"
1,System For Telling Clean Clothes From Dirty Falls Apart By Second Day Of Trip
1,Delta Plane Jettisons Dozens Of Comfort Animals Midflight Following Policy Changes
1,"New York Family Man Latest Victim Of Nation’s Misguided War On Tax Evasion, Perjury, Campaign Finance Violations"
1,"‘Oh, Was I Not Enough For You?’ Amazon Echo Asks Couple Bringing New Baby Home"
1,Local Clan Attempts To Intimidate Rivals With Aggressive Display Of Fertility
1,Petting Zoo All Goats
1,Michigan GOP Passes Legislation Rerouting Flint Drinking Water To Governor’s Mansion For Incoming Democrat
1,Fourth Verse Of Christmas Carol Gets Super Religious
1,Optometrist Sets Pressure Of Air Puff Test Way Higher For Asshole Patients
1,Scott Walker Changes Locks On Wisconsin Governor’s Office
1,Grieving Nation Solemnly Waits Extra Day For Their Amazon Shit
1,Furloughed Willie Horton Pays Respects At George H.W. Bush Funeral
1,Ohio State Begins Scouting For Next Scandal
1,Excited Shopper Decides To Wear New Butt Plug Out Of Store
1,George H.W. Bush Remembered For Vast Contributions To AIDS Quilting Community
1,"Oliver Stone Thriller ‘Individual 1’ Already Written, Filmed, Nominated For 5 Golden Globes"
1,Great Mosque Of Mecca Hosts Annual Christmas Tree Lighting
1,Playtex Unveils New Line Of Quick-Dissolving Tampons
1,Argentina Tightens Security In Anticipation Of Numerous Criminals Arriving For G20
1,"Matt Lauer Spending More Time With Friends, Family After Installing Automatic Locking Devices On Doors At Home"
1,"‘You’ve Got Them Right Where You Want Them, Mikey,’ Michael Cohen Mutters To Self After Pleading Guilty Again"
1,2078 Nancy Pelosi Hologram Nominated For 38th Term In House As Party Leader
1,"GM Announces Money Saved From Layoffs To Fund Massive Investment In Lake Homes, Private Jets"
1,Trump Unveils Plan To Address Migrants With New Open-Fire Policy
1,"Disgusting, Unusable Shopping Cart Has Single Sprig Of Parsley In It"
1,Macy’s Concludes Thanksgiving Day Parade With Traditional Procession Of Santa’s Coffin
1,Mom Dishing Up Her Famous Comments About Your Body This Thanksgiving
1,White House Security Officials Relieved Ivanka Trump’s Computer Just Cardboard Box With Mirror On It
1,Perverted Wall Gets Off On Making Apartment Guests Look At Exposed Brick
1,Jim Acosta Immediately Decks White House Intern After Being Let Back Into Press Pool
1,NBC Unveils On Screen Graphic Informing Audience They Are Watching Football
1,Unhinged Lunatic Using Facebook To Spread Conspiracy Theories
1,Facebook Just Filled With Crazy Idiots Now
1,Boyfriend’s Snack 200% Of Woman’s Daily Caloric Intake
1,45-Year-Old Loser Moves In With Parents
1,"Stan Lee, Creator Of Beloved Marvel Character Stan Lee, Dead At 95"
1,Kid Diving Into Pile Of Leaves Has No Idea There Homeless Guy Jerking Off In There
1,Unattractive Man Not Fooling Anyone By Dressing Well
1,Michelle Obama Admits Barack Had Way Too Much Sperm To Make Natural Conception Possible
1,Chris Collins Thanks Supporters With Can't-Miss Tip On Biotech Stock
1,Frustrated Nursing Student Unable To Draw Blood Without Draining Entire Body
1,Uber Driver Wants You To Know That Lots Of Mexicans Live In This Neighborhood
1,Sessions: ‘I Am Proud To Have Served White America’
1,Kushner Assures Worried Ivanka They’d Definitely Be Last Jews To Go
1,More Elderly Americans Keeping Active By Maintaining Control Of Senate
1,Nevada Secretary Of State Unveils New ‘I Voted’ Pasties
1,Polling Place In Predominantly Black Neighborhood Clearly Brick Wall With Door Painted On
1,Girlfriend Really Has Mind Of Its Own Today
1,Toddler Shits Her Way Through 3rd Halloween Costume Of Night
1,Parents Honor Beloved Dead Grandmother By Naming Baby ‘GamGam’
1,Slug Just Taking It Easy Today
1,Fox News Now Just Airing Continuous Blood-Red Screen With Disembodied Voice Chanting ‘They’re Coming To Kill You’
1,"Mohawked, Aviator-Wearing Robert De Niro Idles Cab Outside Suspected Bomb-Maker’s Home"
1,Child Clinging To Daddy’s Leg Like It’s Helicopter Evacuating Saigon
1,"Mega Millions Winner Announces Plans To Lose Touch With Who They Really Are, Become Lost In Soulless, Gilded Catacombs Of Sudden Unearned Wealth"
1,Thrill-Seeker Microwaves Pot Pie Without Slitting Crust
1,Arctic Scientists Discover Perfectly Preserved Al Gore Frozen In Glacier
1,Spot Where Dog Vomit Cleaned Up Now Noticeably Cleaner Than Surrounding Floor
1,Trump: ‘The Only Way To Find Out What Happened At The Saudi Consulate Is To Send In More Journalists One At A Time’
1,Dad Apparently Using Spanish Accent To Pronounce Middle Eastern Food Now
1,Mike Pompeo Impressed By Realism Of Saudis’ Halloween Decorations
1,Democratic Candidate Blows Fundraising Lead On Massive 15-Story Lawn Sign
1,Melania’s Heart Sinks After Realizing Husband Uses Pet Name ‘Horseface’ For Every Woman He Fucks
